time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power thermal,Power TOT,jetson_clocks,nvp model
2024-05-30 18:05:00.866642,0:17:48.990000,15,9,17,13,0.7540931102513515,0.06390432603597414,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.0,43.5,43.5,41.0,43.5,3911,7309,OFF,MAXN
2024-05-30 18:05:01.868105,0:17:49.990000,20,5,13,7,0.7540320116993873,0.06390432603597414,0,0.0,2.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.0,43.5,43.0,42.0,43.5,3038,6603,OFF,MAXN
2024-05-30 18:05:02.869605,0:17:50.990000,16,6,12,12,0.7539650003843296,0.06390432603597414,0,0.0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.5,44.0,43.5,41.5,43.5,3951,7338,OFF,MAXN
2024-05-30 18:05:03.871136,0:17:51.990000,15,4,12,16,0.7540605900543383,0.06390432603597414,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.0,43.5,43.5,41.5,43.5,3836,7269,OFF,MAXN
2024-05-30 18:05:04.872711,0:17:52.990000,12,7,11,10,0.7540625609753694,0.06390432603597414,0,0.0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.0,43.5,43.5,42.0,43.75,2799,6451,OFF,MAXN
2024-05-30 18:05:05.874151,0:17:53.990000,24,5,5,11,0.7540320116993873,0.06390432603597414,0,0.0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.0,44.0,43.5,42.0,43.25,3951,7349,OFF,MAXN
2024-05-30 18:05:06.875702,0:17:55,20,6,13,9,0.7540320116993873,0.06390368334221322,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.5,44.5,43.5,41.5,43.75,3594,7078,OFF,MAXN
2024-05-30 18:05:07.877126,0:17:56,12,5,13,8,0.7540320116993873,0.06390368334221322,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.0,44.5,44.0,42.0,43.75,2357,5933,OFF,MAXN
2024-05-30 18:05:08.878640,0:17:57,19,10,9,7,0.754001462423405,0.06390368334221322,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.0,44.5,44.0,42.0,43.5,3951,7349,OFF,MAXN
2024-05-30 18:05:09.880162,0:17:58,25,4,13,8,0.7540625609753694,0.06390368334221322,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.5,44.5,43.5,42.0,43.5,3438,6916,OFF,MAXN
2024-05-30 18:05:10.881669,0:17:59,20,5,8,8,0.7541216886063026,0.06390368334221322,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.0,44.0,44.0,42.0,43.75,2799,5902,OFF,MAXN
2024-05-30 18:05:11.883189,0:18:00,17,7,9,17,0.7540645318964005,0.06390368334221322,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.0,45.0,44.0,42.0,43.75,3870,7349,OFF,MAXN
2024-05-30 18:05:12.884625,0:18:01,14,4,23,3,0.7540339826204183,0.06390368334221322,0,0.0,6.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.5,44.5,43.5,42.5,44.25,2997,6522,OFF,MAXN
2024-05-30 18:05:13.886116,0:18:02,17,3,17,7,0.7540990230144449,0.06390368334221322,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,52.0,44.0,44.5,42.5,44.25,3951,7309,OFF,MAXN
2024-05-30 18:05:14.887586,0:18:03,24,5,7,9,0.7541256304483648,0.06390368334221322,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.5,44.0,44.0,42.0,44.25,3830,7309,OFF,MAXN
2024-05-30 18:05:15.889017,0:18:04,21,12,6,2,0.7539117855164897,0.06390368334221322,0,0.0,42.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.0,44.5,44.0,42.0,44.0,2754,6451,OFF,MAXN
2024-05-30 18:05:16.890104,0:18:05,10,8,15,16,0.7539709131474229,0.06390368334221322,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,51.5,45.5,44.5,42.5,44.25,3911,7309,OFF,MAXN
2024-05-30 18:05:17.891616,0:18:06.010000,16,9,9,13,0.7539650003843296,0.06390368334221322,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,52.0,44.5,44.5,42.5,44.5,3594,7067,OFF,MAXN
2024-05-30 18:05:18.893077,0:18:07.010000,21,8,9,2,0.7539876659761874,0.06390368334221322,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,52.0,44.5,44.5,42.0,44.5,2275,5974,OFF,MAXN
